,id,tweet,subtask_a
580,69004,@USER du er en forræder-URL,OFF
584,28518,"@USER-DEMOKRATER HAR BESTILLET DENNE MANGINA FOR AT SLUKKE TIL HANS LYTER IKKE BARE BEHOLDT TIL AT VÆRE TIL OG TIL I SIN LITTE HINNDE, HAN ER LOYAL TIL UNCLE SOROS, SISTER, GIFT I FAMILIEN URL",OFF
590,77529,@USER Eric Holder skal være i PRISON !!,OFF
591,42005,"@USER @USER siger, at sociale boliger er gode, og i samme åndedrag taler man om at klatre op ad stigen. Hykleri inkarneret fra en mislykket løgn politiker foring hendes partis lommer med skattepenge til ejendomsmæglere @USER bygge deres fiasko af løgne",OFF
592,25305,@USER @USER @USER Antifa JV squad?,OFF
593,70652,@USER Bliv voldelig? Få? Som om #Cupupy #BlackLivesMatter #BaltimoreRiots #Ferguson #Antifa ikke alle var demokratiske VIOLENCE,OFF
594,60071,"@USER @USER @USER Han vil skylde på det faktum, at han selvfølgelig er spansktalende.",OFF
597,12602,@USER @USER @USER Du er hverken autoritet eller voldgiftsmand. Sid ned.,OFF
599,35933,"@USER @USER @USER @USER Så du har det godt med de racemitteringer, som venstresiden kalder sorte konservative? #bigotry # hypocrisy #walkaway jeg gjorde. Mange har. Vær ikke blind. Du er et værktøj til en virksomhed. Bliv ved med at modstå outsideren og vær for de politiske elitemillionærer.",OFF
600,66631,"@USER @USER Jeg vil bevise for ham, hvordan han faktisk er retarderet",OFF
602,70446,@USER jeg er svag 😂😂 .. Lort må have været rigtig smertefuldt ..,OFF
604,26783,"@USER Håber, at den lille anti-amerikanske brøkdel af USA kan støtte disse nfl-kontrakter.",OFF
607,49939,@USER @USER @USER Hold dig venligst om Bakersfield-spørgsmål og fratræd dig fra House Leadership. Du er analfabet i økonomi og forfatningen og tager for mange bestikkelser! #NoSpeakerMcCarthy Jeg er til @USER,OFF
610,23818,"@USER Jeg er nødt til at gå over lørdag for at ”spise middag” nej det er den årlige lukning af poolen for sæsonen. Ikke så stor røv over grundene. De har en enorm pool i jorden. Jeg ved, at det kommer. Mens gore her. Og jeg har overhovedet ikke noget imod det. Lol sjovt lort",OFF
611,35823,@USER Du var på samme scene som Farrakhan. Du total hykler. Du er patetisk.,OFF
620,36639,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Ja dræb dem med venlighed. Lad POTUS og militæret / LEO&#39;erne håndtere volden. URL #NowWatching,OFF
623,35959,@USER Har aldrig haft det. Lad os kneppe det.,OFF
625,14239,"@USER @USER @USER Du mener at snyde beskyldninger. Ikke seksuel chikane eller overfald det handlede om CHEATING. STOR forskel. Vi ved alle, at fakta skræmmer liberale. Hvis du er så bekymret for seksuelle overgreb, er du nødt til at råbe for, at navnene på slush-midlerne skal afsløres. Indtil end har en plads",OFF
626,34178,@USER Var nødt til at oprette en hel falsk side bare for at snakke lort. 🙄 sis er virkelig bare elendig #sad,OFF
629,94756,"@USER @USER @USER @USER LMAO! Du er stadig røvende, som din taber Hitlary mistede. Elsker det. Vi ses ved afstemningerne i Bucky i 2020.",OFF
631,90701,@USER @USER @USER @USER Theresa May er ikke rart,OFF
635,20770,@USER Venstre er som URL,OFF
640,66373,"@USER @USER Williams viste sin dårlige tempererede side til verden, og det er noget, hun sandsynligvis altid vil fortryde. Jeg vil sige til hende, at du aldrig er så høj, at du tror, du er over reglerne.",OFF
641,77620,"@USER @USER Hun er en opportunist. Hun ville have en kabinetpost, men Venstre besluttede med rette, at hun ikke var god nok til opgaven. Hun krydsede, fordi de konservative lovede hende en. Hun er en person uden nogen overbevisning. Hun er ikke troværdig og ikke til at stole på.",OFF
642,83576,"@USER @USER US Open har behandlet hende dårligt med hele kontroversen om sit tøj. I bund og grund er hun blevet behandlet anderledes, fordi hun er en kvinder i farve, og dette ville aldrig ske med en mand. USTA anerkender bedre snart, at hun ER kvindetennis og handler i overensstemmelse hermed !!",OFF
645,21734,@USER Fuk denne fedt pik sucker,OFF
649,57625,"..forstå, at sorte liv betyder noget, bekæmpe global opvarmning, kræve kontrol med pistol, beskytte Roe v. Wade, og selvfølgelig marskalkere deres styrker for at kaste ryggen ud. ”Red vores SS fra at blive brugt som velfærd for milliardærer. Har medicare der dækker alt. Ingen bekymringer eller frygt. &quot;",OFF
650,40567,@USER Hans politik var den værste,OFF
658,32074,Rahm Emanuel&#39;s fiasko er et dårligt tegn for alle demokrater &quot;URL #TCOT #MAGA #RedNationRising&quot;,OFF
661,17811,"@USER CNN er ondt. En sand folks fjende. Jeg kan ikke tro, at der er mennesker, der stadig tager dem alvorligt.",OFF
662,39492,@USER Et vulgært forsøg på at reducere søsterskab til kønsorganer .....,OFF
665,40412,@USER 🤷🏼‍♀️ det ville være fjollet.,OFF
668,71929,"@USER @USER @USER Min mening er ikke falsk, ligesom du ikke er. Du kan ikke nedtone mine følelser, fordi det ikke passer ind i din fortælling. Hvilke rettigheder tager vi væk ??? Bedre pistolkontrol ??? Hvis det gør ondt din sjæl åh godt. Et dødt barn gør mig mere ondt",OFF
672,35524,"@USER @USER Tilsyneladende gælder denne retsstat ikke for republikanere / konservative, der grundløst beskyldes af Dems",OFF
674,66579,@USER @USER Denne pave er ren satanisk. Gud vil fjerne ham til intet og kaste ham til ildebrand for sine forbrydelser,OFF
681,58523,"@USER Dette er en fyr, der våbnede retssystemet og IRS for at angribe konservative ... dette er en fyr, der ikke kunne dyrke økonomien over 2 procent ... dette er en fyr, der sagde. Væd dig til det ... det er den nye norm Denne fyr er en idiot",OFF
683,66864,"@USER Dette er så falske, at han ikke er i stand til at føle ægte følelser, han lyver endda, når han siger noget, og hun er lige så dum ved at stå ved en mand, der tydeligvis ikke respekterer ægteskabets enhed, mens han var sammen med hende og betaler disse kvinder STAND UP DIVORCE Ligesom hans andre kvinder havde hans gris",OFF
690,24298,@USER @USER og hvis der er pistolkontrol i USA - hvem vil blive afrundet og udryddet ??,OFF
693,43335,@USER Bono er helt klart en racist,OFF
694,46678,"#stcshooting Til de knæede mennesker, der græder om pistolkontrol &quot;efter denne skydning. Vi har allerede meget restriktiv pistolkontrol. Du vil bare have et forbud. Det er synd, at ingen høfligt har forklaret disse kriminelle, at de skal overholde loven.&quot;",OFF
695,47804,"@USER @USER @USER Du liberale lever efter dobbeltstandarder. Se hvad du gjorde med Monica Lewinski. Hun blev mærket som en løgner og hore, selv efter at hun fremlagde bevisene. Alt fordi god ole Bill er en demokrat! Din helvede sindssyg!",OFF
697,49896,@USER Animal er det operative ord!,OFF
698,52906,"@USER Kan hun ikke appellere. ? Dette er alle slags forkert. Hvis jeg var ES, ville USER slå sh ** ud af hende.",OFF
699,12295,Sorte kvindelige demokrater opfordrer til ændringer i partiet &quot;URL #TCOT #MAGA #RedNationRising&quot;,OFF
703,36699,@USER @USER Levi&#39;s kom lige ud til støtte for studerende pistol kontrolaktivister. Nu brænder Trumperne deres jeans såvel som deres sneakers!,OFF
708,20235,"@USER @USER Antifa er en lav IQ FASCIST organisation med høj følelse. Nogle af dens medlemmer narres af dets navn til ikke at reflektere over deres egne grupper åbenlyse fascistiske idealer, og andre er bare der for at drage fordel af resten af fjolserne.",OFF
716,90247,@USER Vores store stat er blevet oversvømmet af illegale indvandrere og liberale fra blå stater på udkig efter arbejde. Så stemmer disse dumba $$ Demokrater!? !!! Gå figur. Alle sindssyge.,OFF
722,89795,"@USER Trump vil aldrig være en fri række kylling igen. Han er en fare for verden, mens han er under konstant overvågning og kontrol. Forestil dig, at han galiverer rundt omkring i verden med de små rester af faktisk intel, som han kender helt ubundet. Bare se det ikke ske",OFF
723,86958,@USER Hun er så grov. Et åbenlyst hack,OFF
726,89600,. @USER @USER @USER @USER Falske konservative og deres falske forargelse over URL-budgettet for svig-URL,OFF
727,67770,"@USER Jeg vidste, at han vil være død 🤣🤣 Han er modig 🤣🤣🤣",OFF
728,27161,"@USER du siger &quot;mænd med høj værdi&quot; som det er en rigtig ting der findes &amp; ikke en sammensat løgn, du sagde til dig selv at distrahere fra det faktum, at din mor aldrig elskede dig &amp; din penis er mikroskopisk",OFF
730,65915,@USER Utroligt hvordan POPE er bange for sandheden,OFF
733,82618,"#TuesdayThought. Den eneste hadetale, jeg hører de sidste 2 år, er fra Venstre - STOP HATEN!",OFF
739,90997,@USER @USER @USER @USER @USER @USER Du er en dope. En vrangforestilling. Spørgovoner fra Puerto Rico om den fantastiske respons fra vores præsident @USER,OFF
740,63005,"@USER @USER Dette er den dummeste lort, jeg har læst, siden jeg vendte om morgenen og læste Trump-tweets.",OFF
744,16105,".Du græder, baby liberale vil have Trump i i alt otte store år !!! KOM OVER DET. #MAGA URL",OFF
749,89453,@USER Spoiler Alert: Denne episode har en skjult dagsorden for at fremme pistolkontrol,OFF
750,22946,"@USER @USER @USER Giv mig en fanden pause. Venstre er så selektive med deres falske forargelse. En turd af en præsident bliver med rette rystet for at sige, gribe dem i fitten &quot;årtier før, men en Hollyweird får et pas for at sige&quot; fuck the shit out of the boy ved siden af ham &quot;får du et liberalt pas? URL",OFF
752,75611,"@USER @USER Forfærdeligt trist at vi alle ved, hvem &quot;han&quot; er. Det giver mig ingen glæde at vide, at jeg er smartere end præsidenten.",OFF
753,88594,@USER Jeg kender også mange !!! vi liberale føler bare ikke behovet for at danse rundt og vifte med dem som maga-idioterne.,OFF
754,40317,"@USER Det er vildt at tænke på, hvordan Clive er minus en boypussy væk fra at ødelægge hele byen igen",OFF
756,53551,"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Hvorfor forestiller hvide liberale hvide folk har nogle magt? Hvide mennesker er blevet trænet i generationer for ikke at være racemæssigt opmærksomme. Hvide liberale er de mest anti-hvide racister, jeg kender. Hvilken magt forestiller du dig, hvide mennesker har, som andre mennesker ikke gør?",OFF
757,24797,"@USER Det viser sig også, at alle de såkaldte nyhedsfolk, der lo af dig, nu spiser krage. Hvor vidunderligt det er at se de looney-liberale snurres rundt som orme, der drukner i solskin.",OFF
759,46987,@USER @USER @USER indløber på båndvognen. kan ikke bebrejde hende. #liberals elsker at kaste deres penge på tosser,OFF
760,97760,@USER @USER Pistolkontrol handler ikke om offentlig sikkerhed ... det handler om at hate &#39;rednecks&#39; og social engineering.,OFF
764,81704,"@USER Fuck dig, det er 3",OFF
766,57305,@USER hvor har du gravet denne fra? Hun er dope sha,OFF
770,87737,"@USER Perfekt eksempel på et land med pistolkontrol. Jeg ved, at disse fyre var glade for, at de kriminelle ikke havde våben.",OFF
776,50771,"@USER Tæve, jeg ser dig i december, gør mig ikke. Vi er nødt til at se hinanden",OFF
782,60966,"@USER, at hele artiklen er et stykke papirkurv. den bydel er fuld af stumme svin.",OFF
785,45019,@USER @USER @USER .... Undtagen ikke alle Millennials er til pistolkontrol.,OFF
787,84724,@USER @USER @USER Jeg kan ikke lide ham bc han er en antisemit og en muslim og en racist. Andre spørgsmål?,OFF
788,98631,"@USER Jeg håber, at de slår hans røv privat.",OFF
790,16691,"@USER Jeg siger gribe ham. Hvilken forskel maker. Han er en hjemmekørsel, der komplimenterer røg. Midler til at vi frigiver Grant og Snead skal overtage. Ved ikke hele historien, hvorfor Browns ville frigive ham. Men han er en legitim nummer en WR",OFF
791,56181,@USER ??? hvad fanden ??,OFF
793,96139,@USER Kun Trump kunne få Venstre til at skrige blodigt helvede ved åben åbenhed.,OFF
795,71104,"@USER LIAR !!!! .... se Clarence Thomas bekræftelse .... dette handlede aldrig om løgnen! .. Det var altid en forsinkelsestaktik ... intet mere ... ulækkert liberale og det spil, de kalder &#39; politik&#39;",OFF
796,11020,@USER Lmfaoo! 😭 tæve,OFF
797,49326,"@USER @USER @USER Hun er en vanvittigt vanvittig og blev diskrediteret af adskillige kvinder. Det eneste, du har tilbage, er løgne. Hendes navn er DR. LØGNER.",OFF
799,38533,"@USER @USER @USER @USER @USER @USER Enhver, der beskæftiger sig med massepistelmord, bør afvise &quot;pistolkontrol&quot; direkte som uforfatningsmæssigt. Især siden de første 80 år af det tyvende århundrede alene dræbte &quot;regeringer&quot; omkring 170 millioner mennesker . Fremme af &quot;pistolkontrol&quot;. &quot;",OFF
804,32558,"@USER @USER Hvis Brookee Baldwin og Erin Burnett begynder at vise spaltning til deres Boobies CNN, måske det bare.",OFF
806,43832,"@USER Jeg håber, det er en vittighed. #antifa er moroner og har ingen anelse om, hvor mange mennesker der bærer backup-kanoner. Deres # afstemningstunt vil gøre dem til en dødelig trussel i de fleste stater. Gør matematik på, hvad der vil ske. Fjollede #antifagoons",OFF
808,86646,"@USER Jeg antager, at alle de gamle hvide fyre ser ligesom ud ... 😉🤭",OFF
820,12223,"@USER Gale mennesker er ligeglade med, hvad de bruger. Jeg formoder, at du venstreorienterede, der siger, at det ikke var en pistol. Det lyder som om du er skuffet over, at han ikke gjorde det. På den måde kan du skrige pistolkontrol.",OFF
822,49452,"1 / Modstår den nyeste taktik mod konservative. De har besluttet at tendens til at afvæbne &quot;Og fortalere, der forsøger at tage et våben fra folk, der har åbent. 1. åben bære har forhåbentlig tilbageholdelse på deres hylster. 2. Dette vil sandsynligvis resultere i, at 2. parti skyder mod.&quot;",OFF
823,56645,"@USER @USER @USER Siger det lille kommotot. Jeg vedder på, at $ 20 er mere end din timepris",OFF
825,92803,@USER Barf over den squishy selvretfærdige kilde. Det er hele aftalen med TBC. De er unge og stumme historiske store konservative «der har slugt SJ BS og gerne hånden bølger. Jeg vil antage uden yderligere bevis Prager er halt.»,OFF
826,30471,"... det vil være svært at tro, at kvindelige anklagere ... igen ... især liberale, der lyver for personlig og politisk gevinst ... URL",OFF
829,93778,@USER Ja det er det meste der er rare og tænker på sex på en meget underlig måde.,OFF
831,65422,"@USER Beklager, at du er socialist !! Jeg bidrog til Ted Cruz !! Syge af liberale",OFF
838,20413,"@USER Han taler som om præsident. Trump, hvis den mislykkes ved hver tur. Aktualitet er helt modsat. Få fat i dig, narre!",OFF
841,24354,@USER Det er ikke ligesom at du ikke deler vandet! Ikke helvede. 😡,OFF
842,74402,"@USER @USER @USER @USER @USER Peter .... se på dit liberale selv gør ingen mening ..... Det er bare lidt mistænkeligt, at alle, der fremsætter krav i sidste øjeblik mod Kavanaugh, Trump hader liberale ... Og selvfølgelig har de nul bevis på noget ... Ligesom deres samvittighedsbesættelse.",OFF
858,19061,@USER Han har brug for enten at vælge politik eller synge ....... Uanset hvad han stinker ved begge dele!,OFF
859,86448,"En videograf, der rapporterede om Antifas vold, blev fundet død på grund af en tragisk bilulykke. Politiet mener nu, at hans død slet ikke var nogen ulykke. Velkommen til den tolerante venstre. URL",OFF
866,92949,"@USER @USER stop denne BS. En kvinde myrdede ham i sit eget hjem! Dette er så utroligt uansvarligt, og jeg er rasende over, at du beskylder offeret, der er en sort mand. Hvad har ham, der har ukrudt, noget at gøre med hans mord i sit eget hjem?",OFF
867,20729,"@USER @USER @USER Antifa. Ja, det er en frynsende organisation. Ligesom det affald af menneskeheden voksede jeg op omkring. De fleste af dem endte meth hoveder og junkees. Nogle er republikanske højre-aktivister. Jeg antager, at vi alle er et produkt af vores miljø.",OFF
869,29695,"@USER Og jeg vil argumentere for hele dagen, fordi jeg er R% RETT !!!!",OFF
